product_name,price_type,2026-03-26,2026-03-27,2026-03-28,2026-03-29,2026-03-30,2026-03-31,2026-04-01,2026-04-02,2026-04-03,2026-04-04,2026-04-05,2026-04-06,2026-04-07,2026-04-08,2026-04-09,2026-04-10,2026-04-11,2026-04-12,2026-04-13,2026-04-14,2026-04-15,2026-04-16,2026-04-17,2026-04-18,2026-04-19,2026-04-20,2026-04-21,2026-04-22,2026-04-23,2026-04-24
Rare Magnifying Glass Sterling Handle 18th Century,start,5221.11,3774.53,4414.92,3928.86,3048.97,2597.0,2680.81,4532.2,2597.0,4184.48,3155.0,3076.11,3359.82,2597.0,4977.67,5072.33,3074.26,3158.18,2597.0,2597.0,2597.0,2597.0,4727.91,4573.4,5155.82,2597.0,2597.0,2597.0,5337.99,2597.0
Rare Magnifying Glass Sterling Handle 18th Century,end,9428.89,10883.96,10248.39,10734.86,11620.25,12616.29,11882.98,9947.58,12296.98,10236.36,11204.48,11318.76,11027.95,12102.62,9475.77,9407.43,12014.27,11349.89,12051.61,12001.69,12229.33,12569.95,9779.53,9924.73,9372.6,12095.94,12216.16,12363.14,9310.01,12376.86
Signed Theodolite Surveying Instrument c.1930,start,1423.9,1519.03,1334.21,1241.93,1246.46,1260.67,1278.51,1072.33,1294.8,1354.19,1446.98,1451.61,1174.65,1295.93,1397.48,1169.18,1286.71,1226.05,1057.15,1218.45,1127.87,1278.51,1193.03,1079.93,1312.48,1290.92,1191.35,1367.57,1422.18,1191.48
Signed Theodolite Surveying Instrument c.1930,end,2086.1,1986.63,2127.83,2186.23,2162.81,2152.66,2127.06,2362.29,2110.85,2062.76,2000.04,1983.19,2282.2,2147.26,2033.38,2266.06,2112.36,2153.63,2328.63,2131.6,2232.18,2099.24,2201.24,2312.05,2076.37,2078.61,2168.43,2000.57,1943.92,2165.19
Exhibited Estate Survey Map Colonial c.1970,start,5691.5,5659.79,2842.0,4510.87,3174.06,2842.0,3222.51,5113.63,3566.61,4416.46,4749.86,2842.0,5588.7,4216.88,3400.97,4574.45,2842.0,2842.0,3885.84,5011.89,4300.48,4370.15,5586.12,5306.3,2842.0,4648.47,2908.67,4398.0,4568.49,2842.0
Exhibited Estate Survey Map Colonial c.1970,end,9928.5,10006.85,13328.5,11017.93,12399.22,13186.51,12301.95,10420.12,11922.69,11059.53,10747.08,13058.37,11055.53,11229.25,12033.15,10816.79,12865.64,10948.01,9684.24,10392.21,11196.12,11121.63,9955.71,10253.46,13226.82,10792.11,12525.44,11090.09,10991.78,12894.78
Period Marble Bust Arts & Crafts Era,start,30589.64,26419.7,30561.31,30780.47,19425.0,27361.16,27252.77,23967.46,26159.59,28036.08,37551.55,29677.39,23114.38,38807.81,23135.26,27739.37,37536.76,22110.1,19425.0,33522.07,19425.0,27979.78,39073.63,35112.91,37769.72,25772.21,37306.45,19709.83,32788.92,29418.58
Period Marble Bust Arts & Crafts Era,end,67670.36,70848.72,67886.04,68393.28,81004.64,73557.15,76964.03,80387.18,82243.98,78081.84,69204.06,76316.02,82338.41,66662.43,80416.89,75275.51,64187.05,81727.78,84878.62,66998.83,84046.5,74623.92,63031.86,66130.48,61238.78,73546.35,62410.31,81744.21,69502.42,72714.17
Delicate Georgian Silver Tea Set,start,4109.0,4420.99,6953.06,6607.44,5950.6,7822.8,5328.07,6603.09,6060.81,7521.99,7655.03,4589.67,6719.47,7456.58,6172.85,7615.53,4674.43,5947.83,7231.92,6436.48,4485.8,6733.19,5116.82,5816.03,6865.71,6117.31,6083.95,4987.73,4428.37,7218.97
Delicate Georgian Silver Tea Set,end,15060.35,14743.3,12400.17,12711.96,13439.84,11669.61,14138.92,12905.0,13396.29,11801.2,11490.87,14319.46,12124.24,11321.95,12636.29,11487.19,14550.61,13289.47,11923.52,12684.26,14813.19,12493.69,14264.28,13915.43,13128.44,13950.81,13906.49,14469.75,14945.66,12326.55
Notable Art Deco Silver Cocktail Shaker c.1840 Estate Fresh,start,7104.53,7695.85,9323.19,7086.45,9188.24,8345.34,7363.92,7266.94,9259.15,7419.66,8120.5,9809.54,8924.21,8131.04,7764.89,7636.87,7747.93,7725.53,8483.24,8285.57,8950.1,7446.44,9215.25,7380.64,7199.4,7898.39,8661.58,9025.24,9218.35,7240.69
Notable Art Deco Silver Cocktail Shaker c.1840 Estate Fresh,end,14485.47,14065.63,12709.4,15052.77,13214.47,14000.91,14981.84,15233.7,13394.81,13365.12,14790.0,14340.34,13693.79,14410.65,14938.34,15216.98,15147.75,15226.84,14681.85,14792.55,14144.12,15807.34,14060.45,15988.55,15956.89,15334.31,15117.19,14653.86,14166.18,15927.48
Outstanding Stone Lion Garden Statue Pair Post-War Estate Fresh,start,1939.0,3337.56,2506.64,2860.06,2067.72,2962.08,3294.53,2672.89,2971.92,2394.41,3310.78,2507.69,1939.0,3596.42,2576.85,2649.89,1939.0,3588.23,2180.66,3048.61,2619.49,1939.0,3028.85,2486.75,3319.16,2842.37,2452.04,3425.29,2033.75,3580.56
Outstanding Stone Lion Garden Statue Pair Post-War Estate Fresh,end,7592.39,6109.64,6788.81,6663.51,7911.23,7023.25,6708.52,7461.23,5674.42,6035.26,6129.8,7186.0,7561.59,5721.61,6872.15,6828.49,7596.16,5749.61,7357.26,6335.57,6996.07,7654.47,6393.24,6795.84,5904.84,6431.53,6590.54,5719.08,7027.34,5582.77
Early Art Deco Silver Cocktail Shaker,start,5032.09,4134.54,3550.58,5333.82,5519.27,4995.62,3313.08,3296.9,3051.79,3276.98,4430.07,4950.65,4923.22,3473.18,3101.93,4212.98,4438.92,3936.16,4175.86,4454.08,3567.31,4479.8,4249.7,3045.0,3045.0,4111.46,3045.0,4240.05,3045.0,3312.86
Early Art Deco Silver Cocktail Shaker,end,8637.91,9442.6,10148.61,8651.36,8374.13,8841.76,10194.73,10072.56,9540.66,9369.91,8201.6,7533.82,7432.5,8541.05,8714.87,7866.02,7614.99,8048.9,7902.76,7326.49,7894.38,7247.37,7293.75,8379.72,8266.77,6965.37,8782.67,6994.39,8584.77,8316.58
Distinguished UN First Issues Collection,start,14847.19,15536.65,15046.91,17916.15,15571.8,16510.82,17693.39,18226.68,16306.66,18044.8,16726.25,15414.64,17646.9,17326.72,17202.7,16223.76,15671.66,16846.93,17565.72,16750.43,16686.98,17751.39,13792.86,16796.09,17150.02,15834.32,18228.2,15974.23,16653.76,17846.84
Distinguished UN First Issues Collection,end,24322.81,24218.41,24592.18,21584.82,24286.83,23674.78,22744.06,22289.78,23938.98,21610.03,23424.42,24593.21,21967.79,22058.97,21873.02,22777.84,23521.75,21975.55,21469.12,22418.32,22763.46,21754.01,20910.46,22699.04,22512.38,24027.74,21721.3,24317.59,23686.43,22852.02
Attributed Cricket Bat Signed Vintage 18th Century With Certificate,start,3478.07,2464.0,3985.66,2593.84,2726.33,2464.0,4143.57,2905.31,3530.2,3023.98,2604.53,2668.53,3981.42,3245.86,3207.45,3127.12,3290.82,2464.0,3187.15,3902.09,4187.01,4135.13,4470.12,3747.78,4395.05,4495.21,2657.15,4509.54,3742.04,4699.23
Attributed Cricket Bat Signed Vintage 18th Century With Certificate,end,8081.93,9178.47,7649.9,8985.91,8818.64,9055.5,7192.92,8396.93,7809.23,8328.47,8765.01,8735.07,7400.37,8146.22,8062.78,8118.58,6784.47,8016.17,8021.64,7474.99,7159.89,7162.7,6870.06,7602.94,7077.99,6913.79,8841.84,7044.4,8009.13,7019.46
Provenance Chinese Snuff Bottle Jade,start,1917.75,2809.39,2344.41,2912.31,2751.33,2027.83,1892.98,1803.56,2314.09,2861.29,1822.78,2680.56,3132.5,2156.66,1868.92,2938.91,1851.33,2100.16,3000.38,2088.19,1855.13,1980.58,2949.87,1915.25,1895.67,2453.62,3015.3,3309.54,3046.48,2440.36
Provenance Chinese Snuff Bottle Jade,end,6262.25,5411.72,5909.7,5342.31,5478.8,6213.1,6345.99,6448.84,5973.18,5467.57,6500.62,5684.89,5217.78,6153.43,6462.37,5361.56,6447.29,6192.81,5330.23,6228.02,6500.34,6365.66,5372.4,6407.69,6477.12,5937.59,5374.61,5100.85,5408.53,6026.58
Attributed Rolling Ball Clock Brass c.1880,start,4861.73,4244.3,5502.62,4354.89,4714.92,5223.12,5602.01,4574.46,4894.55,4283.96,4481.78,4534.2,4988.14,5454.85,5403.36,5164.25,4585.65,4546.82,4949.96,5416.53,5447.67,4390.06,5240.04,4881.13,4735.79,6017.99,4362.12,4388.06,4819.39,4375.75
Attributed Rolling Ball Clock Brass c.1880,end,8148.27,8789.52,7510.34,8696.86,8406.88,7933.25,7434.23,8436.57,8144.66,8845.22,8724.5,8592.28,8224.2,7716.91,7691.24,7811.41,8321.86,8422.17,7964.82,7536.88,7574.5,8652.39,7796.16,8008.49,8131.01,8051.87,8626.57,8731.05,8308.16,8709.59
Alabaster Torso c.1940 As Found,start,5229.47,5461.1,3003.0,3634.33,5625.99,4432.1,5555.27,4086.3,5212.47,4855.95,5056.61,3003.0,4954.07,4425.53,4506.37,5693.16,3406.09,3351.18,5535.25,3926.86,3003.0,4991.83,3349.82,3020.52,4550.98,5210.28,3003.0,3111.39,4263.62,3847.67
Alabaster Torso c.1940 As Found,end,9650.53,9192.61,11628.58,10920.03,8913.73,9272.2,9059.13,10533.05,9350.15,9611.5,9420.4,11747.82,9704.28,10417.43,10348.11,9199.13,11368.38,11396.39,9082.18,10627.99,11621.31,9377.39,11038.61,11551.8,9916.86,9284.93,11593.26,11364.22,10107.64,10464.41
Published Barber Dime Collection From Private Collection,start,42753.29,53778.26,37816.56,54290.91,54801.58,45646.06,42638.0,50248.2,48470.5,46140.79,39608.29,40941.09,45490.42,48861.67,40555.08,54382.51,45011.04,42825.76,47960.86,55399.1,49431.05,37612.5,54021.0,55393.36,42938.66,47723.34,39558.52,51895.51,53951.2,45226.82
Published Barber Dime Collection From Private Collection,end,106756.71,95979.02,110799.03,94729.19,93061.24,102689.35,108066.27,99986.64,100317.2,101950.49,107504.45,106001.69,100995.55,96352.14,103520.59,88578.04,97588.56,100026.23,94259.02,85935.13,92131.67,105494.31,90406.39,88875.1,101651.77,95563.87,104301.2,91549.63,90291.93,99280.29
Rare Silver Trophy Cup Engraved Federal Period,start,9394.23,9048.79,7437.55,9685.24,10295.24,9392.21,11267.12,10788.5,8432.14,9788.94,10118.91,9936.15,8737.29,11283.79,8426.91,9781.38,10697.11,9538.97,8197.53,9981.49,10620.03,9425.36,11380.05,8043.98,7569.97,9157.13,7652.05,8050.57,8301.28,10349.65
Rare Silver Trophy Cup Engraved Federal Period,end,17345.77,17609.24,19858.41,18012.6,17394.81,18278.54,16637.65,17146.33,18832.83,17654.02,17447.0,17765.42,19332.06,16731.53,18854.59,17206.89,16156.38,17269.58,18834.05,17556.28,17091.61,18701.83,17115.33,20776.66,20136.08,19595.89,20774.35,20885.28,20942.1,20078.2
Remarkable Cartier Tank,start,39635.58,39890.4,38767.84,41171.48,33045.04,54223.8,31716.999999999996,53205.32,38552.11,57993.04,38096.63,48088.26,38202.31,34816.71,36375.89,58350.58,58442.25,59756.99,50088.01,50567.08,34656.65,34512.04,51726.38,39001.88,59513.2,61316.34,40503.28,31716.999999999996,52083.96,38926.78
Remarkable Cartier Tank,end,125674.42,126237.51,128895.39,123919.7,133077.23,109650.29,134644.85,107950.03,120942.5,102487.76,121733.2,114726.32,125203.73,129808.62,127107.71,105741.08,107758.32,106047.49,114701.58,112343.75,127354.91,126849.84,110106.41,123741.9,102927.1,97862.31,117580.12,131620.43,106171.5,117825.8
Published Mercury Barometer Stick Type c.1900 Unrestored,start,3849.999999999999,6313.01,6488.94,3849.999999999999,5004.95,5978.65,7352.42,7902.66,3849.999999999999,8527.09,6053.57,7146.8,6701.99,3849.999999999999,5940.95,6141.9,3998.09,3849.999999999999,6032.9,7146.05,5565.32,3900.86,6908.61,5409.65,7585.1,4921.15,6015.88,8588.21,3849.999999999999,5810.36
Published Mercury Barometer Stick Type c.1900 Unrestored,end,20907.85,17222.39,17202.47,20795.34,18617.91,18001.74,16191.86,15367.59,19876.22,15017.12,17712.28,16342.63,16935.89,21249.9,17641.3,17321.3,19684.08,20083.44,17469.27,16479.93,18068.4,19809.32,17015.9,18502.51,16317.75,18586.0,17425.22,15046.83,20613.53,18180.7
Colonial Pele Signed Brazil Shirt Empire Period,start,12524.52,11447.05,11573.36,9181.98,8244.62,9626.54,8794.56,10034.32,8181.4,11359.93,8554.23,10285.78,10035.86,8897.84,12047.74,11708.82,13582.95,11361.51,9641.86,12328.98,11207.17,12162.35,7282.31,9574.49,9006.78,9051.78,8031.34,11848.69,10292.31,8761.42
Colonial Pele Signed Brazil Shirt Empire Period,end,18695.48,19856.78,19787.39,22235.78,23281.78,21757.94,22565.32,21401.1,23281.23,20062.2,22919.75,21217.41,21403.15,22474.48,19276.13,19573.06,19303.24,19849.66,21404.36,18597.06,19776.05,18771.66,20463.57,18333.07,21957.72,22051.04,23143.18,19242.2,20843.26,22555.8
Attributed Shell Art Valentine Box Art Nouveau Period,start,9202.43,8224.03,11704.9,6772.41,8757.21,5880.0,7833.04,10049.47,11411.55,7069.08,11998.44,6864.12,7233.11,5880.0,5880.0,5975.92,8836.55,11875.33,12209.61,10753.7,11957.65,11878.83,7535.41,11456.18,9864.52,11763.59,5880.0,11338.98,8747.19,5880.0
Attributed Shell Art Valentine Box Art Nouveau Period,end,24197.57,24952.08,21233.86,26280.19,24581.53,28757.57,25510.81,23615.54,22144.07,26628.91,21895.66,27326.3,26611.36,28627.61,28157.73,28176.76,25022.36,22001.41,21554.18,23402.92,22148.64,22166.07,26663.87,22841.82,24281.09,22284.75,28690.73,22936.17,25738.82,28881.6
Indian Brass Temple Bell,start,28053.87,30357.58,27892.12,36703.13,32861.16,25827.17,25176.34,22743.51,30313.58,22690.39,27912.6,26049.75,25635.54,28977.78,28932.15,23675.95,31019.33,35047.92,22330.36,32628.72,28895.91,31595.44,26014.99,34585.93,24213.42,27667.88,28612.53,23262.56,26511.11,27672.44
Indian Brass Temple Bell,end,61886.13,59023.39,61709.78,53538.74,56840.2,63893.9,64849.64,67316.17,61254.16,67987.64,62580.45,64215.74,64892.79,62059.52,67835.25,66077.75,58580.4,54624.06,67088.11,56355.1,61233.52,58094.25,63579.54,55442.84,65871.26,63539.51,61980.23,67541.64,64472.37,63575.41
1913 Liberty Head Nickel,start,25476.17,34101.24,33085.24,31190.13,32907.45,26242.79,25357.07,25201.12,34297.05,29814.45,33721.65,32171.0,33031.86,30038.6,34467.21,32168.52,32773.84,30862.14,31978.91,32543.68,29469.02,28277.43,28792.27,27544.65,25643.38,32053.36,25694.16,33682.41,28964.79,31755.38
1913 Liberty Head Nickel,end,56273.83,47472.17,47030.78,48909.93,47500.61,54680.67,55641.97,55276.29,46349.99,50708.69,47465.26,53535.76,48470.14,51207.63,46143.1,48352.55,47378.34,49578.56,47899.36,47471.57,49959.11,51392.56,51221.3,52803.15,55368.73,47978.74,54309.67,45485.56,49833.0,46853.9
Raku Tea Ceremony Bowl,start,9130.03,7217.81,7665.3,9584.97,8804.66,9897.19,9548.02,9242.96,7586.08,9626.69,9121.42,8820.7,8435.04,7606.16,9942.33,8941.98,9515.52,9718.39,8689.84,8553.01,8883.82,10119.85,9271.87,9233.07,8264.47,10061.48,7580.18,9277.64,7374.59,8037.13
Raku Tea Ceremony Bowl,end,14049.97,16062.5,15608.67,13639.4,14399.07,13305.72,13746.0,13940.1,15689.11,13672.28,14275.85,14685.75,15226.51,15979.85,13590.24,14601.3,14030.84,13841.34,14896.78,15033.1,14671.07,13311.8,14141.32,14086.34,15031.43,13162.93,15591.11,13842.95,15721.16,15168.87
Distinguished Chinese Export Silver Tea Caddy Recently Conserved,start,9135.77,10822.04,10316.89,11928.09,7786.98,11600.72,8152.99,9533.68,8468.21,10457.93,7235.61,9709.31,10547.89,8074.49,11504.11,6814.19,9156.1,11380.39,11705.6,10285.89,8514.49,11779.61,9219.4,8790.37,9763.01,10485.73,11815.87,11748.35,10410.92,9695.94
Distinguished Chinese Export Silver Tea Caddy Recently Conserved,end,20544.23,18747.0,19078.08,17503.56,21526.14,17475.73,21030.63,19377.85,20467.6,18378.8,21260.38,18476.57,17538.67,20077.08,16540.16,21506.16,18858.93,16679.02,16794.71,18429.34,20404.85,17298.78,19560.99,20122.8,19298.72,18550.81,17258.99,17533.38,18483.41,19484.54
Estate Art Nouveau Opal Pendant Art Deco Period With Certificate,start,13529.44,11019.1,10118.68,9723.49,11345.83,8826.86,11509.66,12193.74,11336.37,6552.0,10029.76,8161.05,12955.43,6552.0,6829.23,10673.31,10017.52,9034.76,12451.55,6552.0,6555.34,13251.55,13031.15,6552.0,13648.17,6552.0,6891.8,11686.0,7837.62,8041.58
Estate Art Nouveau Opal Pendant Art Deco Period With Certificate,end,25350.56,27513.01,28528.61,28913.83,27547.45,30318.38,27431.29,26781.11,27478.37,34365.99,28926.17,30864.08,25957.42,34390.22,31500.04,27958.17,28501.05,29620.32,26006.12,31794.87,31963.22,25393.01,25647.07,34254.05,25157.51,33815.04,31680.21,26789.73,30515.05,30140.41
Apothecary Cabinet Recently Conserved,start,998.73,885.4,1100.94,912.49,1161.29,864.2,885.61,987.23,1096.05,868.09,1052.54,1024.55,1136.47,827.7,957.58,992.77,1056.22,855.54,843.24,983.11,852.67,1121.04,1036.58,1053.87,1033.54,1113.58,948.33,889.63,1003.01,965.62
Apothecary Cabinet Recently Conserved,end,1671.27,1790.05,1571.02,1762.62,1515.1,1808.97,1783.57,1691.89,1595.91,1818.29,1644.85,1659.91,1548.99,1857.14,1723.04,1685.36,1616.51,1801.89,1805.35,1676.8,1820.67,1557.83,1652.45,1631.76,1639.54,1570.43,1722.37,1775.29,1673.36,1696.39
Pristine Kneehole Desk Georgian c.1940,start,6340.41,6168.07,7524.99,7133.53,7307.1,7775.47,7157.22,7543.33,8482.45,6750.83,8986.5,7529.83,8636.72,8375.0,8285.96,7429.18,8213.78,7850.11,8514.08,7634.15,6290.68,7375.88,6418.02,6874.21,7860.36,9089.65,6886.39,7964.51,6439.08,7768.71
Pristine Kneehole Desk Georgian c.1940,end,14849.59,15052.82,13725.19,14143.29,13944.42,13404.38,14108.68,13777.29,12880.25,14574.23,12232.1,13601.21,12541.52,12805.13,13030.29,13960.41,13202.83,13594.38,12860.1,13739.58,14927.75,13853.83,14764.52,14471.86,13519.41,12259.66,14450.28,13353.4,14923.06,13579.69
Magnificent Sundial Pocket Brass Georgian Period,start,8283.04,5141.01,8884.33,6064.24,6852.41,6047.61,5909.95,8307.11,8357.55,8059.43,7041.51,5932.41,6450.67,5527.0,7467.3,5513.1,7046.91,6651.48,8378.3,7042.54,7343.86,5690.12,6595.64,8246.98,7916.02,8257.81,7982.61,6950.67,5835.36,8752.98
Magnificent Sundial Pocket Brass Georgian Period,end,13936.96,16422.87,13344.7,14580.59,14116.66,16638.12,17161.71,15039.05,14963.95,14424.8,15191.05,15910.07,15020.61,16028.69,14258.29,16639.02,14948.57,15214.59,13686.02,14585.7,14950.71,16550.92,15439.74,13849.86,14187.68,13669.06,13620.39,14749.8,15668.83,12471.25
Lyrical Abstraction Canvas c.1780,start,11500.97,11158.0,19296.12,15330.54,20531.43,17340.44,21343.36,15658.45,11158.0,13582.57,20204.95,14481.23,11158.0,21432.06,11158.0,17856.46,12866.96,15272.69,17731.76,11158.0,18175.41,21303.15,15986.8,16773.01,11158.0,14715.18,13445.14,18908.03,21026.6,11158.0
Lyrical Abstraction Canvas c.1780,end,55439.03,55195.81,45810.48,44266.93,43859.64,47743.94,44032.12,49768.81,57754.52,51075.04,44116.26,49867.85,59673.12,42163.3,54861.13,45787.92,50933.11,47797.83,45392.09,54688.37,45032.49,41765.68,46887.82,46439.46,54096.68,48523.59,49761.06,43693.63,40944.56,52534.86
Fencing Foil Set Antique,start,566.91,680.21,702.48,806.26,619.57,870.44,648.2,868.13,880.91,681.42,737.33,657.28,625.65,839.49,597.29,846.09,821.81,589.5,572.54,776.8,566.57,624.32,623.23,839.28,641.69,817.77,590.76,678.69,771.95,648.59
Fencing Foil Set Antique,end,1513.09,1404.8,1382.54,1278.3,1468.66,1216.14,1436.2,1219.96,1205.12,1401.3,1347.74,1441.96,1464.58,1245.66,1496.86,1242.67,1267.17,1497.29,1499.31,1292.47,1508.32,1456.89,1460.19,1235.4,1437.38,1263.04,1499.24,1405.15,1303.55,1426.33
Victorian Cast Iron Gate c.1960,start,6025.61,6013.52,7101.41,7191.38,8005.23,4494.0,4827.21,7553.4,4494.0,7095.64,6961.81,8129.78,5417.34,7806.8,6098.61,7994.46,5940.36,6682.8,4912.24,7714.28,7903.39,8306.85,8624.04,5457.14,7439.55,8009.35,5759.37,7353.76,7397.33,6588.26
Victorian Cast Iron Gate c.1960,end,15394.39,15244.56,14853.21,15160.79,13805.29,17532.63,17130.11,14256.83,17666.9,15116.46,14582.88,14047.21,16894.04,14745.73,15922.38,13321.39,16340.63,17476.93,18148.26,14666.68,14219.78,13449.44,13103.63,16617.97,14283.61,13182.45,15467.11,13598.31,13339.47,13688.83
Historic Wimbledon Championship Trophy Replica 19th Century,start,4638.0,6385.76,7241.23,4910.29,4012.85,3793.999999999999,5039.74,5689.87,6782.44,3793.999999999999,6345.45,3861.9,4090.13,6440.49,4059.33,6357.1,4259.13,6207.22,3793.999999999999,3793.999999999999,7385.4,4063.15,6607.85,6263.27,7065.44,7037.89,4629.85,6907.72,7424.49,5758.87
Historic Wimbledon Championship Trophy Replica 19th Century,end,15032.0,13321.11,12473.56,14785.06,15658.16,15837.95,14457.26,13777.79,12715.28,16157.93,13098.96,15592.37,15319.82,12975.59,15413.47,13179.69,15370.21,12369.63,14897.2,16160.06,12470.51,15745.1,13144.8,13464.25,12688.29,12727.08,15087.9,12862.02,12305.38,13914.29
Certified Muhammad Ali Fight Poster Modernist Period,start,9324.0,9324.0,9324.0,12677.66,9324.0,10928.79,19356.74,17994.74,10203.65,15625.15,9324.0,9324.0,16503.45,14682.88,9324.0,10555.73,10538.31,13069.0,13406.68,9986.28,9324.0,14665.07,9324.0,13626.57,13770.04,9324.0,9324.0,19967.98,14391.12,9369.91
Certified Muhammad Ali Fight Poster Modernist Period,end,50942.93,49780.84,49285.94,44102.0,48857.39,44729.2,37381.21,40496.13,49233.03,39831.1,49237.33,49749.44,41476.11,43984.5,49174.66,46606.67,45338.37,44180.91,43900.0,48735.56,50329.85,43139.67,48627.17,41102.42,41508.66,46278.39,46549.36,36554.41,42020.05,46594.33
Whale Oil Lamp Antique Post-War,start,1804.43,1553.2,1273.02,1403.3,978.09,1277.73,1812.66,1375.86,1690.28,1310.46,889.0,1091.48,1776.15,1103.36,889.0,1808.58,1605.19,889.0,1553.14,889.0,1942.21,1000.63,1579.15,1444.85,1281.37,1536.27,1452.61,1154.53,889.0,889.0
Whale Oil Lamp Antique Post-War,end,3685.57,3990.16,4368.07,4264.15,4647.5,4378.83,3781.34,4160.06,3873.42,4214.63,4728.4,4394.99,3634.67,4299.73,4600.3,3606.1,3810.77,4575.47,3915.23,4841.1,3539.59,4350.46,3765.34,3934.64,4189.68,3907.47,3958.48,4245.77,4722.34,4744.17
Exquisite Blenko Hand Blown Decanter c.1930,start,1024.55,786.46,1269.96,812.65,951.93,993.08,750.2,1299.44,1298.23,879.5,732.6,772.58,907.78,1058.38,950.27,1035.89,1239.63,719.76,1221.16,1227.9,814.0,806.82,810.88,1242.71,1017.9,802.45,1111.14,1067.37,743.41,832.0
Exquisite Blenko Hand Blown Decanter c.1930,end,2265.45,2471.53,1972.56,2458.61,2321.1,2269.78,2502.34,1953.71,1945.72,2362.97,2521.04,2479.24,2320.11,2162.2,2262.93,2194.61,2009.73,2520.26,2001.33,1979.95,2414.32,2413.18,2412.23,1962.9,2177.98,2399.44,2107.11,2122.89,2441.63,2368.38
Surveyor's Transit Brass,start,3542.14,2067.79,2122.51,3254.67,3723.93,1750.0,3446.2,2554.69,3362.27,1750.0,2507.49,1750.0,1923.52,1852.5,2094.63,3121.5,2429.89,2905.05,3374.01,3832.2,2662.29,2420.97,2508.27,2856.66,2012.26,3385.2,1750.0,3649.0,1750.0,2693.41
Surveyor's Transit Brass,end,6847.86,8260.15,8233.19,7136.61,6727.85,9088.48,6978.43,7821.36,7042.65,9400.43,8198.82,9437.89,8763.67,8836.59,8587.28,7725.98,8394.28,7885.38,7501.53,7615.54,8254.86,8495.75,8358.87,8000.75,8973.2,7522.52,9476.83,7178.79,9435.96,8078.69
Chinese Scholar's Rock,start,14541.02,15327.13,8505.2,11252.71,15785.21,8302.0,12836.37,16030.79,13297.97,8302.0,8315.27,10564.7,11644.73,8895.96,8355.79,10933.32,14036.15,11755.52,8302.0,13465.91,11455.87,10163.55,15452.68,15169.08,13692.33,9977.11,9620.06,13734.17,14207.09,9086.04
Chinese Scholar's Rock,end,27738.98,26926.52,33333.88,30628.09,26579.24,34705.24,29184.45,26368.47,29507.84,33896.41,33865.96,31591.94,30337.73,32986.86,33766.76,30619.4,27775.49,29644.01,33483.26,27929.24,29868.94,31300.85,26180.47,27051.84,28942.92,32792.76,33322.52,29353.59,28958.02,33855.27
Restored Steiff Teddy Bear 1905 Belle Epoque,start,2808.13,2980.97,2426.71,4042.46,3478.61,2704.62,2656.08,2646.23,3665.33,2244.3,2699.27,3880.2,3607.04,3070.11,4041.34,3260.43,2763.96,2768.2,3007.24,3374.65,2949.67,2540.38,2611.83,3244.93,3444.95,4083.16,2956.09,4227.77,3097.2,3080.13
Restored Steiff Teddy Bear 1905 Belle Epoque,end,7591.87,7302.36,7880.1,6296.21,6886.97,7662.92,7745.02,7768.84,6759.13,8202.09,7822.26,6626.63,6891.73,7391.75,6429.78,7319.76,7782.77,7827.08,7526.61,7254.93,7722.47,8190.33,8177.23,7606.78,7424.81,6762.44,7755.35,6491.77,7702.44,7764.81
Banjo 5-String Prewar Gibson Early 20th Century,start,18491.34,20602.94,31282.18,31104.01,25162.7,27778.21,28204.68,23313.09,22827.74,25330.83,17314.94,16800.0,18614.92,31845.07,18086.93,25721.41,23863.31,25102.39,17027.01,18034.08,24684.38,30307.72,16800.0,16800.0,32299.34,29530.73,27042.87,20440.32,32775.01,25053.75
Banjo 5-String Prewar Gibson Early 20th Century,end,63278.66,61257.0,51392.33,51793.32,57309.42,54932.11,54352.45,58996.31,59706.23,56356.38,64231.21,65559.38,63808.89,50933.0,63836.3,55290.74,56947.29,56837.71,65996.67,63828.31,58126.95,52891.94,58985.56,57538.78,51982.24,56339.04,59092.6,65934.82,54562.38,61585.5
Choice Olympic Games Poster Collection,start,6312.91,4209.87,4660.96,5720.38,6386.41,5910.67,6115.1,5090.3,6472.33,6299.84,6030.36,4707.26,4393.66,5468.57,5896.54,6283.84,4617.38,5294.59,4702.61,4253.71,6164.33,5313.34,5451.19,4775.84,4420.68,4973.83,4719.57,4345.76,5829.05,5188.05
Choice Olympic Games Poster Collection,end,8587.09,10836.41,10227.46,9644.42,9172.33,9647.37,9617.95,10767.07,9548.19,9792.3,9986.26,11184.6,11312.6,10765.18,10258.04,9745.4,11252.5,10319.02,10475.9,11009.57,9631.96,10120.2,9701.72,10735.03,10926.98,10164.01,10250.1,11041.63,9900.27,10163.64
Grand Khotan Silk Rug Belle Epoque,start,647.44,834.99,666.46,678.4,882.07,774.63,718.46,640.79,845.14,634.54,859.76,683.43,797.41,635.48,796.41,878.61,751.65,848.88,835.78,822.13,759.12,670.71,845.71,769.17,716.9,644.64,761.36,869.1,624.39,728.25
Grand Khotan Silk Rug Belle Epoque,end,1402.56,1207.83,1373.61,1351.89,1157.19,1253.01,1322.2,1389.16,1203.28,1411.82,1188.37,1362.72,1240.1,1417.83,1259.78,1185.36,1304.91,1202.79,1208.99,1230.25,1288.44,1364.57,1180.5,1264.5,1311.59,1398.04,1259.07,1157.58,1389.14,1287.51
